Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Trong Tuan, L.","55779589500","Knowledge Sharing in Public Organizations: The Roles of Servant Leadership and Organizational Citizenship Behavior",2017,"International Journal of Public Administration",40,"4",,361,373,,12,10.1080/01900692.2015.1113550,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964057673&partnerID=40&md5=133b98b4e31c359cfc5b78bd4bad8ee7",Article,Final,,Scopus,2-s2.0-84964057673
"Lee, S.H., Ha-Brookshire, J.","56583813800; 24280959900","Ethical climate and job attitude in fashion retail employees' turnover intention, and perceived organizational sustainability performance: A cross-sectional study",2017,"Sustainability (Switzerland)",9,"3", 465,,,,8,10.3390/su9030465,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015973193&partnerID=40&md5=3f1e05b80a3814655fa5927a34fe16cf",Article,Final,Open Access,Scopus,2-s2.0-85015973193
"Cooper, B.","11940473900","What drives compliance? An application of the theory of planned behaviour to urban water restrictions using structural equation modelling",2017,"Applied Economics",49,"14",,1426,1439,,5,10.1080/00036846.2016.1218430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84983784528&partnerID=40&md5=6eaaeaf965a96f4c934fd784dfddeeca",Article,Final,Open Access,Scopus,2-s2.0-84983784528
"Salis, R.K., Bruder, A., Piggott, J.J., Summerfield, T.C., Matthaei, C.D.","56255156200; 40661072400; 24529046200; 6508360376; 56544755200","High-throughput amplicon sequencing and stream benthic bacteria: Identifying the best taxonomic level for multiple-stressor research",2017,"Scientific Reports",7,"", 44657,,,,9,10.1038/srep44657,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016008442&partnerID=40&md5=645adb115a481b7d6d40292e30e7c467",Article,Final,Open Access,Scopus,2-s2.0-85016008442
"Dawud, S.M., Vesterdal, L., Raulund-Rasmussen, K.","55889383500; 6602141999; 6603638911","Mixed-species effects on soil C and N stocks, C/N ratio and p<sup>H</sup> using a transboundary approach in adjacent common garden douglas-fir and beech stands",2017,"Forests",8,"4", 95,,,,2,10.3390/f8040095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017381954&partnerID=40&md5=c499eb1d5f5070ca03649d33b9e5f409",Article,Final,Open Access,Scopus,2-s2.0-85017381954
"Grönholm-Nyman, P., Soveri, A., Rinne, J.O., Ek, E., Nyholm, A., Neely, A.S., Laine, M.","26538676700; 26028708900; 56425420700; 57193890646; 57193891296; 7005262435; 55596160900","Limited effects of set shifting training in healthy older adults",2017,"Frontiers in Aging Neuroscience",9,"MAR", 69,,,,4,10.3389/fnagi.2017.00069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017390114&partnerID=40&md5=e30a5695a1e154bedd3423910f912bfc",Article,Final,Open Access,Scopus,2-s2.0-85017390114
"Guo, T., Yin, R.-X., Pan, L., Yang, S., Miao, L., Huang, F.","55857602300; 36057664800; 55277734200; 57193731935; 36627378200; 56710820300","Integrative variants, haplotypes and diplotypes of the CAPN3 and FRMD5 genes and several environmental exposures associate with serum lipid variables",2017,"Scientific Reports",7,"", 45119,,,,2,10.1038/srep45119,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016148160&partnerID=40&md5=121a59c6ef1a8eaecc2c015b3f2570ad",Article,Final,Open Access,Scopus,2-s2.0-85016148160
"Lovaglio, P.G., Vacca, G.","6505999619; 57189716274","%Gra: an SAS macro for generalized redundancy analysis",2017,"Journal of Statistical Computation and Simulation",87,"5",,1048,1060,,,10.1080/00949655.2016.1243685,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992126866&partnerID=40&md5=e95e7df4b2d93bbdc143b79fceddd80f",Article,Final,,Scopus,2-s2.0-84992126866
"Fasasi, R.A.","57193667325","Effects of ethnoscience instruction, school location, and parental educational status on learners’ attitude towards science",2017,"International Journal of Science Education",39,"5",,548,564,,1,10.1080/09500693.2017.1296599,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015622256&partnerID=40&md5=dce4b990c09f4a9636cea884081713e7",Article,Final,,Scopus,2-s2.0-85015622256
"Zhao, J., Li, S., Wang, L., Jiang, L., Yang, R., Cui, Y.","57193732612; 57207249322; 55721288600; 57206903594; 55912158300; 8636251200","Genome-wide random regression analysis for parent-of-origin effects of body composition allometries in mouse",2017,"Scientific Reports",7,"", 45191,,,,1,10.1038/srep45191,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016149128&partnerID=40&md5=640af8c043c8da6afb9c711096fb0dc5",Article,Final,Open Access,Scopus,2-s2.0-85016149128
"Iijima, H., Fukutani, N., Isho, T., Yamamoto, Y., Hiraoka, M., Miyanobu, K., Jinnouchi, M., Kaneda, E., Aoyama, T., Kuroki, H., Matsuda, S.","55621612600; 55866802200; 56587949400; 57188662984; 57188663428; 57188668705; 57188661701; 6603773095; 7401941055; 8355844900; 7402189921","Changes in clinical symptoms and functional disability in patients with coexisting patellofemoral and tibiofemoral osteoarthritis: A 1-year prospective cohort study",2017,"BMC Musculoskeletal Disorders",18,"1", 126,,,,3,10.1186/s12891-017-1486-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016103678&partnerID=40&md5=aac9a0c97318a6c7e4b27295dc4f851d",Article,Final,Open Access,Scopus,2-s2.0-85016103678
"Berntsen, S., Aaronson, N.K., Buffart, L., Börjeson, S., Demmelmaier, I., Hellbom, M., Hojman, P., Igelström, H., Johansson, B., Pingel, R., Raastad, T., Velikova, G., Åsenlöf, P., Nordin, K.","8962981100; 16940772000; 11540157300; 6603158738; 25631749700; 6507284082; 17342083100; 55233808600; 35492707600; 55945024300; 6601945194; 6603064022; 8066823200; 7003483407","Design of a randomized controlled trial of physical training and cancer (Phys-Can) - the impact of exercise intensity on cancer related fatigue, quality of life and disease outcome",2017,"BMC Cancer",17,"1", 218,,,,1,10.1186/s12885-017-3197-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016156353&partnerID=40&md5=f176b33447f3cba8d8a6b85de828c628",Article,Final,Open Access,Scopus,2-s2.0-85016156353
"Ducrot, P., Méjean, C., Fassier, P., Allès, B., Hercberg, S., Péneau, S.","56427767700; 56250059700; 56572757600; 56878750100; 56386887800; 35238217100","Associations between motives for dish choice during home-meal preparation and diet quality in French adults: Findings from the NutriNet-Santé study",2017,"British Journal of Nutrition",117,"6",,851,861,,,10.1017/S0007114517000666,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017424047&partnerID=40&md5=2081650a220db2b53661835000b48e60",Article,Final,Open Access,Scopus,2-s2.0-85017424047
"De Las Cuevas, C., De Leon, J., Peñate, W., Betancort, M.","7004295970; 7103355979; 6507321421; 14015321200","Factors influencing adherence to psychopharmacological medications in psychiatric patients: A structural equation modeling approach",2017,"Patient Preference and Adherence",11,"",,681,690,,8,10.2147/PPA.S133513,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016611978&partnerID=40&md5=93b5098d2d9390396e4bd9f1367f49df",Article,Final,Open Access,Scopus,2-s2.0-85016611978
"Li, Z., Lei, W., Deng, W., Zheng, Z., Li, M., Ma, X., Wang, Q., Huang, C., Li, N., Li, T.","55706932900; 57205110264; 7202222559; 55746786400; 15132373900; 35354066000; 57157911400; 49561181000; 56493565700; 56925739000","Aberrant spontaneous neural activity and correlation with evoked-brain potentials in first-episode, treatment-naïve patients with deficit and non-deficit schizophrenia",2017,"Psychiatry Research - Neuroimaging",261,"",,9,19,,11,10.1016/j.pscychresns.2017.01.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009274959&partnerID=40&md5=bd9c01c021e6b98161298a003dfd7e68",Article,Final,,Scopus,2-s2.0-85009274959
"Castaldo, M., Catena, A., Chiarotto, A., Fernández-de-Las-Peñas, C., Arendt-Nielsen, L.","55752211300; 57193821450; 55339873000; 8606836600; 7102885673","Do Subjects with Whiplash-Associated Disorders Respond Differently in the Short-Term to Manual Therapy and Exercise than Those with Mechanical Neck Pain?",2017,"Pain medicine (Malden, Mass.)",18,"4",,791,803,,1,10.1093/pm/pnw266,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85044106513&partnerID=40&md5=d8ad8d1e2b7de4805a304dd03dafca17",Article,Final,Open Access,Scopus,2-s2.0-85044106513
"Kim, H.","57194024324","Gender differences in effects of leadership development program among Korean college students",2017,"Information (Japan)",20,"4",,2853,2860,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039805471&partnerID=40&md5=bed65433a5da6ce4cb25725e9f38e399",Article,Final,,Scopus,2-s2.0-85039805471
"Jindo, T., Suzukawa, K., Kai, Y., Kitano, N., Matsubara, I., Ueki, T., Osanai, H., Ochi, E., Aoyama, K., Nagamatsu, T.","56532420200; 7003408127; 35774284700; 52663631500; 26428324700; 29967506100; 15072030700; 16304874700; 36162239900; 7006510045","Generalized self-efficacy and related factors in sports activity characteristics in male adolescents",2017,"Bulletin of the Physical Fitness Research Institute",2017-April,"115",,8,14,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029681269&partnerID=40&md5=18f638cd3238501c92fa56b875a5545d",Article,Final,,Scopus,2-s2.0-85029681269
"Chaudhari, S.C., Mansukhani, K., Sharma, A., Balakrishnan, L., Sreenivasan, A.","57194186744; 7801503240; 57190496966; 57190496953; 57190497795","Dorsal sural sensory nerve action potential: A study for reference values",2017,"Annals of Indian Academy of Neurology",20,"2",,127,131,,,10.4103/0972-2327.194313,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019124262&partnerID=40&md5=f4bb4c134fade69b67b31928059c8075",Article,Final,Open Access,Scopus,2-s2.0-85019124262
"Takeda, T., Takeda, S., Uehara, N., Yanagisawa, S., Furukawa, T., Nibu, K.-I., Kakigi, A.","7403572510; 7403066561; 54586157100; 57192926837; 55547963600; 57192929409; 7004711829","Isosorbide-Induced Decompression Effect on the Scala Media: Participation of Plasma Osmolality and Plasma Arginine Vasopressin",2017,"Otology and Neurotology",38,"4",,599,605,,,10.1097/MAO.0000000000001333,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009212756&partnerID=40&md5=d176ae7758ab74e1c69d57e38e59ed8a",Article,Final,,Scopus,2-s2.0-85009212756
"Malakouti, J., Jabbari, F., Asghari-Jafarabadi, M., Javadzadeh, Y., Farshbaf-Khalili, A.","54894416400; 57189062292; 25960660100; 6507607695; 56515334000","The Impact of ginkgo biloba tablet and aromatherapy inhaler combination on sexual function in females during postmenopausal period: A double-Blind randomized controlled trial",2017,"International Journal of Women's Health and Reproduction Sciences",5,"2",,129,136,,2,10.15296/ijwhr.2017.24,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013067903&partnerID=40&md5=4778b7672c33ed0de2a043555439aafc",Article,Final,Open Access,Scopus,2-s2.0-85013067903
"Srdic, D., Khawla, A.M., Soldatovic, I., Nikolic, J., Jevtovic, D., Nair, D., Dragovic, G.","57196729023; 57193262910; 35389846900; 57207516168; 55410443900; 7005754649; 23396934400","Correlation of Leptin, Adiponectin, and Resistin Levels in Different Types of Lipodystrophy in HIV/AIDS Patients",2017,"Metabolic syndrome and related disorders",15,"3",,153,159,,3,10.1089/met.2016.0068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030764649&partnerID=40&md5=e5d31457454ed81cf49fcdfd64fa6e0d",Article,Final,,Scopus,2-s2.0-85030764649
"Navidian, A., Sarasiyabi, A.S., Koochakzai, M.","54584148100; 57188743368; 57193338719","The effect of home-based supportive-educational counseling on primigravidas’ postpartum stress",2017,"International Journal of Women's Health and Reproduction Sciences",5,"2",,112,118,,,10.15296/ijwhr.2017.21,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013037517&partnerID=40&md5=3575e44fa39489f38bbab5dde85b3afc",Article,Final,Open Access,Scopus,2-s2.0-85013037517
"Jamshidian-Qalehshahi, P., Aghaei, A., Golparvar, M.","57194097222; 54891814900; 56520070200","Investigating the effectiveness of iranian-islamic positive therapy on depression, anxiety, and stress of infertile women",2017,"Journal of Isfahan Medical School",35,"418",,70,76,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018666564&partnerID=40&md5=ae11bb62b6b6aa9bf19563fabe21b374",Article,Final,,Scopus,2-s2.0-85018666564
"Kim, H.","57194024324","Academic major based differences in effects of a career exploration program for the first year college students",2017,"Information (Japan)",20,"4",,2845,2852,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039775317&partnerID=40&md5=753c3423fd38aa3f017ab35e8ae5d2c8",Article,Final,,Scopus,2-s2.0-85039775317
"Caughey, D., Dafoe, A., Seawright, J.","54933523600; 14035294700; 15221106800","Nonparametric combination (NPC): A framework for testing elaborate theories",2017,"Journal of Politics",79,"2",,688,701,,3,10.1086/689287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017365417&partnerID=40&md5=059fb68c8614ca9c42eb1c6c712da592",Article,Final,,Scopus,2-s2.0-85017365417
"Fujisawa, C., Umegaki, H., Okamoto, K., Nakashima, H., Kuzuya, M., Toba, K., Sakurai, T.","57193391752; 7004255556; 7403904747; 55141552400; 7102740049; 8075132300; 57203258688","Physical Function Differences Between the Stages From Normal Cognition to Moderate Alzheimer Disease",2017,"Journal of the American Medical Directors Association",18,"4",,368.e9,368.e15,,2,10.1016/j.jamda.2016.12.079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013466577&partnerID=40&md5=add1fa1404b6ca33479c3901d2be6ac4",Article,Final,,Scopus,2-s2.0-85013466577
"Wray, C., Saunders, N., McGuire, R., Cousins, G., Norbury, C.F.","56800206400; 57193924041; 57193917638; 57193919117; 7006372166","Gesture production in language impairment: It’s quality, not quantity, that matters",2017,"Journal of Speech, Language, and Hearing Research",60,"4",,969,982,,3,10.1044/2016_JSLHR-L-16-0141,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017509357&partnerID=40&md5=db89439b7ff1fe75363e46a01cff99de",Article,Final,Open Access,Scopus,2-s2.0-85017509357
"McKeever, P.M., Clark, L.","57193137160; 57193131643","Delayed high school start times later than 8:30 AM and impact on graduation rates and attendance rates",2017,"Sleep Health",3,"2",,119,125,,9,10.1016/j.sleh.2017.01.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011096793&partnerID=40&md5=aedaff63a5c7e2a004391536eb8e1b49",Article,Final,,Scopus,2-s2.0-85011096793
"Alt, M., Hogan, T., Green, S., Gray, S., Cabbage, K., Cowan, N.","8053585300; 9278640100; 7403569060; 35428675000; 56901439500; 7102688380","Word learning deficits in children with dyslexia",2017,"Journal of Speech, Language, and Hearing Research",60,"4",,1012,1028,,8,10.1044/2016_JSLHR-L-16-0036,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017520741&partnerID=40&md5=d8da336c0f0dacc4b4310bebefc97c80",Article,Final,,Scopus,2-s2.0-85017520741
"Yun, Y.N., Choi, C.-S., Roh, S.-Z.","57200119092; 57200121029; 56393945700","The effects of a tidy manner and solemn demeanour (Jeongje-Eomsuk) on self-regulated learning ability of Korean High School students",2017,"Information (Japan)",20,"4",,2695,2704,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85039766199&partnerID=40&md5=873c82134d618301fac972241574ab41",Article,Final,,Scopus,2-s2.0-85039766199
"Piazza, A.M., Binversie, E.E., Baker, L.A., Nemke, B., Sample, S.J., Muir, P.","57193744087; 57193750919; 57193746357; 6507321506; 8564266200; 57191314177","Variance associated with walking velocity during force platform gait analysis of a heterogeneous sample of clinically normal dogs",2017,"American Journal of Veterinary Research",78,"4",,500,507,,4,10.2460/ajvr.78.4.500,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016293245&partnerID=40&md5=6ccbdf45110dcc43ef39088f3d0a80f3",Article,Final,,Scopus,2-s2.0-85016293245
"Sperling, M.R., Klein, P., Tsai, J.","7102143426; 7402598296; 36806367400","Randomized, double-blind, placebo-controlled phase 2 study of ganaxolone as add-on therapy in adults with uncontrolled partial-onset seizures",2017,"Epilepsia",58,"4",,558,564,,12,10.1111/epi.13705,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013663250&partnerID=40&md5=575363084b9c35899661d8a2abdd30fa",Article,Final,Open Access,Scopus,2-s2.0-85013663250
"Hernando, D., Sharma, S.D., Aliyari Ghasabeh, M., Alvis, B.D., Arora, S.S., Hamilton, G., Pan, L., Shaffer, J.M., Sofue, K., Szeverenyi, N.M., Welch, E.B., Yuan, Q., Bashir, M.R., Kamel, I.R., Rice, M.J., Sirlin, C.B., Yokoo, T., Reeder, S.B.","57201791699; 55629943900; 56008013900; 56719539300; 57188958282; 7201369110; 55570483100; 36440517400; 16550789700; 35561063000; 7006579469; 7202814844; 56998902500; 7005579691; 35107970200; 7003768876; 36641356700; 7004578525","Multisite, multivendor validation of the accuracy and reproducibility of proton-density fat-fraction quantification at 1.5T and 3T using a fat–water phantom",2017,"Magnetic Resonance in Medicine",77,"4",,1516,1524,,33,10.1002/mrm.26228,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963623324&partnerID=40&md5=35811997f0897515b4c715b73bb2b7ca",Article,Final,,Scopus,2-s2.0-84963623324
"Miller, C.F., Kochel, K.P., Wheeler, L.A., Updegraff, K.A., Fabes, R.A., Martin, C.L., Hanish, L.D.","55480270400; 15062934600; 24726158800; 7003412735; 7004986729; 55483432600; 6701854181","The efficacy of a relationship building intervention in 5th grade",2017,"Journal of School Psychology",61,"",,75,88,,7,10.1016/j.jsp.2017.01.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011706638&partnerID=40&md5=c1524099bb8773441bcf2ed3ee94954e",Article,Final,,Scopus,2-s2.0-85011706638
