Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Boateng, L., Quarpong, W., Ohemeng, A., Asante, M., Steiner-Asiedu, M.","57190796987;57204711375;56728565400;55917520300;9039873200;","Effect of complementary foods fortified with Moringa oleifera leaf powder on hemoglobin concentration and growth of infants in the Eastern Region of Ghana",2019,"Food Science and Nutrition","7","1",,"302","311",,,"10.1002/fsn3.890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056769589&doi=10.1002%2ffsn3.890&partnerID=40&md5=948681fe6deff25e71e01a4335df2d03",Article,"Final",Open Access,Scopus,2-s2.0-85056769589
"Álvarez-Castro, J.M., Crujeiras, R.M.","16642121900;35110382200;","Orthogonal decomposition of the genetic variance for epistatic traits under linkage disequilibrium—applications to the analysis of Bateson-Dobzhansky-Müller incompatibilities and sign epistasis",2019,"Frontiers in Genetics","10","MAR", 54,"","",,,"10.3389/fgene.2019.00054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066600711&doi=10.3389%2ffgene.2019.00054&partnerID=40&md5=d19ea1803d35c89003c12c4def5c0588",Article,"Final",Open Access,Scopus,2-s2.0-85066600711
"Li, Y., Wu, Y., Zhang, X., Bai, Y., Akthar, L.M., Lu, X., Shi, M., Zhao, J., Jiang, Q., Li, Y.","57209914233;57209908516;57205474974;57205471462;57209908945;57209909349;57209910862;57209932695;8657529200;55876450000;","SCIA: A novel gene set analysis applicable to data with different characteristics",2019,"Frontiers in Genetics","10","JUN", 598,"","",,,"10.3389/fgene.2019.00598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069039824&doi=10.3389%2ffgene.2019.00598&partnerID=40&md5=b198f58a372cfb32d13d781b620b6d41",Article,"Final",Open Access,Scopus,2-s2.0-85069039824
"González-Víllora, S., Sierra-Díaz, M.J., Pastor-Vicedo, J.C., Contreras-Jordán, O.R.","36608048100;57209602781;55552580300;8976325500;","The way to increase the motor and sport competence among children: The contextualized sport alphabetization model",2019,"Frontiers in Physiology","10","MAY", 569,"","",,,"10.3389/fphys.2019.00569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068204294&doi=10.3389%2ffphys.2019.00569&partnerID=40&md5=356b51ea8fc28079990cbf8cc1dc2c38",Article,"Final",Open Access,Scopus,2-s2.0-85068204294
"Oberle, E., Ji, X.R., Magee, C., Guhn, M., Schonert-Reichl, K.A., Gadermann, A.M.","35096669900;57210134761;57190264757;16642867300;6603452579;16066732400;","Extracurricular activity profiles and wellbeing in middle childhood: A population-level study",2019,"PLoS ONE","14","7", e0218488,"","",,,"10.1371/journal.pone.0218488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069608595&doi=10.1371%2fjournal.pone.0218488&partnerID=40&md5=bfde38372589caed3669f580c909d377",Article,"Final",Open Access,Scopus,2-s2.0-85069608595
"Johnson, J.L., Slentz, C.A., Ross, L.M., Huffman, K.M., Kraus, W.E.","27167808700;6603079359;57209618016;14619440500;57203229224;","Ten-year legacy effects of three eight-month exercise training programs on cardiometabolic health parameters",2019,"Frontiers in Physiology","10","APR", 452,"","",,1,"10.3389/fphys.2019.00452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068121431&doi=10.3389%2ffphys.2019.00452&partnerID=40&md5=55dce7bee52e46fda11a108377a6d0b8",Article,"Final",Open Access,Scopus,2-s2.0-85068121431
"Pal, A., Zimmer, P., Schmidt, M.E., Hummel, M., Ulrich, C.M., Wiskemann, J., Steindorf, K.","57210265217;55516765900;35241233100;24168142300;35411299700;57208459055;6603123822;","No evidence for effect of exercise on transcriptome of NK cells in breast cancer patients undergoing adjuvant therapy: Results from a pilot study",2019,"Frontiers in Physiology","10","JUL", 959,"","",,,"10.3389/fphys.2019.00959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070113270&doi=10.3389%2ffphys.2019.00959&partnerID=40&md5=bb8bddaed483e01f16e60df1c50dc0ee",Article,"Final",Open Access,Scopus,2-s2.0-85070113270
"Yuk, H.D., Jeong, C.W., Kwak, C., Kim, H.H., Ku, J.H.","57202086606;8879131000;7005639032;56593347100;36800523000;","Elevated neutrophil to lymphocyte ratio predicts poor prognosis in non-muscle invasive bladder cancer patients: Initial intravesical bacillus Calmette-Guerin treatment after transurethral resection of bladder tumor setting",2019,"Frontiers in Oncology","9","JAN", 642,"","",,,"10.3389/fonc.2018.00642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063273592&doi=10.3389%2ffonc.2018.00642&partnerID=40&md5=f1582e56c314fc2c051f10679b546915",Article,"Final",Open Access,Scopus,2-s2.0-85063273592
"Frantz, I., Foran, H.M., Lachman, J.M., Jansen, E., Hutchings, J., Bǎban, A., Fang, X., Gardner, F., Lesco, G., Raleva, M., Ward, C.L., Williams, M.E., Heinrichs, N.","56452692100;23110321000;56002841700;55279239200;7101693495;6602985416;36339202800;7103300087;56276484000;48761920500;11939365400;7410004191;6602744374;","Prevention of child mental health problems in Southeastern Europe: A multicentre sequential study to adapt, optimise and test the parenting programme 'Parenting for Lifelong Health for Young Children', protocol for stage 1, the feasibility study",2019,"BMJ Open","9","1", e026684,"","",,,"10.1136/bmjopen-2018-026684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060696145&doi=10.1136%2fbmjopen-2018-026684&partnerID=40&md5=60d1e8a4be66fe5e1085e2befe7452ef",Article,"Final",Open Access,Scopus,2-s2.0-85060696145
"Wilder, S.M., Barnes, C.L., Hawlena, D.","7003532385;57204238597;6503931173;","Predicting predator nutrient intake from prey body contents",2019,"Frontiers in Ecology and Evolution","7","FEB", 42,"","",,,"10.3389/fevo.2019.00042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068449005&doi=10.3389%2ffevo.2019.00042&partnerID=40&md5=0673d34c3ef06922482af79861958411",Article,"Final",Open Access,Scopus,2-s2.0-85068449005
"De Alwis, P.M., Smith, B.R., Wu, T., Artrip, C., Steinbach, S., Morse, C., Lau, C.-Y., Rapoport, S.I., Snow, J., Tramont, E., Reich, D.S., Nair, G., Nath, A.","57209976273;55476125500;8751934500;57209970977;57188830253;14065314500;57210243304;57204330768;36907479800;57210327628;7102312699;8944473800;7102102492;","In-vivoMRI reveals changes to intracerebral vasculature caliber in HIV infection",2019,"Frontiers in Neurology","10","JUN", 687,"","",,,"10.3389/fneur.2019.00687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069149573&doi=10.3389%2ffneur.2019.00687&partnerID=40&md5=c863c74ba0fd0205e4035ec6240a8682",Article,"Final",Open Access,Scopus,2-s2.0-85069149573
"Meeker, T.J., Keaser, M.L., Khan, S.A., Gullapalli, R.P., Seminowicz, D.A., Greenspan, J.D.","57197855165;8317699700;56166879300;6602085456;6508025616;7102363179;","Non-invasive motor cortex neuromodulation reduces secondary hyperalgesia and enhances activation of the descending pain modulatory network",2019,"Frontiers in Neuroscience","13","MAY", 467,"","",,,"10.3389/fnins.2019.00467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068572695&doi=10.3389%2ffnins.2019.00467&partnerID=40&md5=24ecc5a3d443cb29b7c58bce330d10ed",Article,"Final",Open Access,Scopus,2-s2.0-85068572695
"Kühl, T., Bertrams, A.","36084911500;26321341500;","Is learning with elaborative interrogation less desirable when learners are depleted?",2019,"Frontiers in Psychology","10","MAR", 707,"","",,,"10.3389/fpsyg.2019.00707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065210943&doi=10.3389%2ffpsyg.2019.00707&partnerID=40&md5=5142020ff85d5daf64416440ea19b655",Article,"Final",Open Access,Scopus,2-s2.0-85065210943
"Wytrychiewicz, K., Pankowski, D., Janowski, K., Bargiel-Matusiewicz, K., Dabrowski, J., Fal, A.M.","57208901690;56466002500;16646054700;15046501100;57208905790;7003293309;","Smoking status, body mass index, health-related quality of life, and acceptance of life with illness in stable outpatients with COPD",2019,"Frontiers in Psychology","10","JULY", 1526,"","",,,"10.3389/fpsyg.2019.01526","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069472050&doi=10.3389%2ffpsyg.2019.01526&partnerID=40&md5=f0d6edb07134cc2199c2bd8eee0b18b3",Article,"Final",Open Access,Scopus,2-s2.0-85069472050
"El-Ashker, S., Chaabene, H., Prieske, O., Abdelkafy, A., Ahmed, M.A., Muaidi, Q.I., Granacher, U.","36169266200;55328376000;55963565900;14822050000;57209976800;16643388200;15044232800;","Effects of neuromuscular fatigue on eccentric strength and electromechanical delay of the knee flexors: The role of training status",2019,"Frontiers in Physiology","10","JUN", 782,"","",,,"10.3389/fphys.2019.00782","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069151710&doi=10.3389%2ffphys.2019.00782&partnerID=40&md5=e0748d24798bc65ddd3edd7ac46d7ce5",Article,"Final",Open Access,Scopus,2-s2.0-85069151710
"Saupe, L.B., Gößmann, K., Catani, C., Neuner, F.","57210105576;57209821813;36819606700;6603026224;","Adolescent life perspectives after war: Evaluation and adaptation of the future expectation scale in Uganda",2019,"Frontiers in Psychology","10","JULY", 1527,"","",,,"10.3389/fpsyg.2019.01527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069504868&doi=10.3389%2ffpsyg.2019.01527&partnerID=40&md5=8a44575e105d3efac40e17de19c198e9",Article,"Final",Open Access,Scopus,2-s2.0-85069504868
"Fischer, R., Karl, J.A.","56281547800;57204355796;","A primer to (cross-cultural) multi-group invariance testing possibilities in R",2019,"Frontiers in Psychology","10","JULY", 1507,"","",,,"10.3389/fpsyg.2019.01507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069454551&doi=10.3389%2ffpsyg.2019.01507&partnerID=40&md5=734bdbf14581fc01d3e99adf94a6f202",Article,"Final",Open Access,Scopus,2-s2.0-85069454551
"Heffernan, T., Samuels, A., Hamilton, C., McGrath-Brookes, M.","6701415672;57209569763;12806287900;57209564979;","Alcohol hangover has detrimental impact upon both executive function and prospective memory",2019,"Frontiers in Psychiatry","10","MAY", 282,"","",,,"10.3389/fpsyt.2019.00282","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068191476&doi=10.3389%2ffpsyt.2019.00282&partnerID=40&md5=b10d334cbb14498597e5628e1016c821",Article,"Final",Open Access,Scopus,2-s2.0-85068191476
"Yueh, H.-P., Zheng, Y.-L.","13808330900;57203133122;","Effectiveness of storytelling in agricultural marketing: Scale development and model evaluation",2019,"Frontiers in Psychology","10","MAR", 452,"","",,1,"10.3389/fpsyg.2019.00452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065169602&doi=10.3389%2ffpsyg.2019.00452&partnerID=40&md5=3a88d400324256dcd2133df8d2c5199d",Article,"Final",Open Access,Scopus,2-s2.0-85065169602
"Dring, K.J., Cooper, S.B., Morris, J.G., Sunderland, C., Foulds, G.A., Pockley, A.G., Nevill, M.E.","57189632334;37101280200;55730083600;13606498500;35761968500;57208158697;7004303371;","Multi-stage fitness test performance, VO<inf>2</inf> peak and adiposity: Effect on risk factors for cardio-metabolic disease in adolescents",2019,"Frontiers in Physiology","10","MAY", 629,"","",,,"10.3389/fphys.2019.00629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068269249&doi=10.3389%2ffphys.2019.00629&partnerID=40&md5=346ce381468d5e1fe4b2d7d0c27f13c1",Article,"Final",Open Access,Scopus,2-s2.0-85068269249
"Marquez-Arrico, J.E., Río-Martínez, L., Navarro, J.F., Prat, G., Adan, A.","55801157200;57208662937;57189660558;7003762036;57203947310;","Personality profile and clinical correlates of patients with substance use disorder with and without comorbid depression under treatment",2019,"Frontiers in Psychiatry","10","JAN", 00764,"","",,,"10.3389/fpsyt.2018.00764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065470829&doi=10.3389%2ffpsyt.2018.00764&partnerID=40&md5=bf6778dcddda788d52864e14e317f705",Article,"Final",Open Access,Scopus,2-s2.0-85065470829
"DiCesare, C.A., Montalvo, A., Barber Foss, K.D., Thomas, S.M., Ford, K.R., Hewett, T.E., Jayanthi, N.A., Stracciolini, A., Bell, D.R., Myer, G.D.","55620685100;56397894400;6507308390;55772425700;7102539333;7005201943;13405041000;6507819435;55737071800;6701852696;","Lower extremity biomechanics are altered across maturation in sport-specialized female adolescent athletes",2019,"Frontiers in Pediatrics","7","JUN", 268,"","",,,"10.3389/fped.2019.00268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068869079&doi=10.3389%2ffped.2019.00268&partnerID=40&md5=d438962aaf4e8756cc5ca408d7aa8d78",Article,"Final",Open Access,Scopus,2-s2.0-85068869079
"Ramaci, T., Bellini, D., Presti, G., Santisi, G.","55899423100;57202422648;8889436800;56071267400;","Psychological flexibility and mindfulness as predictors of individual outcomes in hospital health workers",2019,"Frontiers in Psychology","10","JUN", 302,"","",,1,"10.3389/fpsyg.2019.01302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067194847&doi=10.3389%2ffpsyg.2019.01302&partnerID=40&md5=a85467b2d8b8dce3979c979d1c9e38cf",Article,"Final",Open Access,Scopus,2-s2.0-85067194847
"Voges, M.M., Giabbiconi, C.-M., Schöne, B., Waldorf, M., Hartmann, A.S., Vocks, S.","57197773202;6507358513;56577966700;55028710300;23392642000;15623461500;","Gender differences in body evaluation: Do men show more self-serving double standards than women?",2019,"Frontiers in Psychology","10","MAR", 544,"","",,,"10.3389/fpsyg.2019.00544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065206054&doi=10.3389%2ffpsyg.2019.00544&partnerID=40&md5=2face61ba9867bb23646840082dcddbd",Article,"Final",Open Access,Scopus,2-s2.0-85065206054
"Spano, G., Caffò, A.O., Lopez, A., Mallia, L., Gormley, M., Innamorati, M., Lucidi, F., Bosco, A.","57189217529;23977626300;57189223901;23568138400;23468894000;55262820000;6603819858;56204744600;","Validating driver behavior and attitude measure for older Italian drivers and investigating their link to rare collision events",2019,"Frontiers in Psychology","10","FEB", 368,"","",,,"10.3389/fpsyg.2019.00368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064411199&doi=10.3389%2ffpsyg.2019.00368&partnerID=40&md5=6eaf6851f313973024dcac499afb86eb",Article,"Final",Open Access,Scopus,2-s2.0-85064411199
"Shen, C., Ding, Y., Tang, J., Guo, F.","57191996974;56875027600;57201150494;56477986800;","Multivariate information fusion with fast kernel learning to Kernel Ridge Regression in predicting lncRNA-protein interactions",2019,"Frontiers in Genetics","10","JAN",,"","",,1,"10.3389/fgene.2018.00716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064273078&doi=10.3389%2ffgene.2018.00716&partnerID=40&md5=edaa2d1f6c7d432973b4401ebca9b9ab",Article,"Final",Open Access,Scopus,2-s2.0-85064273078
"Janssen, J., Koekkoek, P.S., Biessels, G.-J., Kappelle, J.L., M Rutten, G.E.H.","57196903396;54385421400;7003443929;6507892229;57205500622;","Depressive symptoms and quality of life after screening for cognitive impairment in patients with type 2 diabetes: Observations from the Cog-ID cohort study",2019,"BMJ Open","9","1", e024696,"","",,1,"10.1136/bmjopen-2018-024696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060317501&doi=10.1136%2fbmjopen-2018-024696&partnerID=40&md5=cbab7882ab744b821b70533e81b5dc5d",Article,"Final",Open Access,Scopus,2-s2.0-85060317501
"Yang, X., Luo, J., Zhong, Z., Yang, X., Yao, S., Wang, P., Gao, J., Liu, R., Sun, J., Li, Z.","56843956100;55482668000;56024963300;57208189461;56844266600;57210177364;57210170582;57205516950;55547135859;24278641400;","Abnormal Regional Homogeneity in Patients With Obsessive-Compulsive Disorder and Their Unaffected Siblings: A Resting-State fMRI Study",2019,"Frontiers in Psychiatry","10","JUN", 452,"","",,,"10.3389/fpsyt.2019.00452","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069757136&doi=10.3389%2ffpsyt.2019.00452&partnerID=40&md5=a1e6facfb32752ab1533a65c9570dc69",Article,"Final",Open Access,Scopus,2-s2.0-85069757136
"Nsabimana, E., Rutembesa, E., Wilhelm, P., Martin-Soelch, C.","57210113506;56165917300;7005034932;6506845904;","Effects of institutionalization and parental living status on children's self-esteem, and externalizing and internalizing problems in Rwanda",2019,"Frontiers in Psychiatry","10","JUN", 442,"","",,,"10.3389/fpsyt.2019.00442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069460874&doi=10.3389%2ffpsyt.2019.00442&partnerID=40&md5=6dfde49788aa9464d4ae861383581a4d",Article,"Final",Open Access,Scopus,2-s2.0-85069460874
"Shek, D.T.L., Chai, W.Y.","7005710405;56377388000;","Psychometric properties of the Service Leadership Attitude Scale in Hong Kong",2019,"Frontiers in Psychology","10","MAY", 1070,"","",,,"10.3389/fpsyg.2019.01070","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068364178&doi=10.3389%2ffpsyg.2019.01070&partnerID=40&md5=acbcc524a51ababb7e2580ec18e94c62",Article,"Final",Open Access,Scopus,2-s2.0-85068364178
"Gao, F., Yao, Y., Yao, C., Xiong, Y., Ma, H., Liu, H.","57209642670;57209637608;57209641801;57209643948;57209639754;56123266100;","The status of pro-social tendency of left-behind adolescents in China: How family function and self-esteem affect pro-social tendencies",2019,"Frontiers in Psychology","10","MAY", 1202,"","",,,"10.3389/fpsyg.2019.01202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068311739&doi=10.3389%2ffpsyg.2019.01202&partnerID=40&md5=fa1ec7e8fe67b6fb29642cdaf138ebaf",Article,"Final",Open Access,Scopus,2-s2.0-85068311739
"Papapetropoulos, S., Lee, M.S., Boyer, S., Newbold, E.J.","26636582600;57209976708;57209980433;57209981318;","A phase 2, randomized, double-blind, placebo-controlled trial of CX-8998, a selective modulator of the t-type calcium channel in inadequately treated moderate to severe essential tremor: T-CALM study design and methodology for efficacy endpoint and digital biomarker selection",2019,"Frontiers in Neurology","10","JUN", 597,"","",,,"10.3389/fneur.2019.00597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069164673&doi=10.3389%2ffneur.2019.00597&partnerID=40&md5=8172e34dbf3139d40b2665345eb2276e",Article,"Final",Open Access,Scopus,2-s2.0-85069164673
